delta_time_ms,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w,drawing
11070.0,-206.914,188.496,-99.573,-0.406,0.884,-0.223,0.065,1.0
11081.0,-191.973,194.65,-104.655,-0.424,0.876,-0.216,0.074,1.0
11092.0,-174.293,200.88,-109.052,-0.437,0.87,-0.213,0.08,1.0
11103.0,-155.206,206.006,-113.483,-0.435,0.869,-0.219,0.087,1.0
11114.0,-134.884,211.342,-117.362,-0.424,0.87,-0.233,0.097,1.0
11125.0,-113.262,216.523,-121.167,-0.408,0.872,-0.247,0.112,1.0
11137.0,-90.88,224.132,-124.658,-0.404,0.87,-0.251,0.132,1.0
11148.0,-69.085,231.763,-128.099,-0.414,0.863,-0.249,0.15,1.0
11159.0,-49.106,241.799,-131.34,-0.44,0.85,-0.238,0.167,1.0
11170.0,-30.847,252.095,-134.369,-0.467,0.836,-0.227,0.181,1.0
11181.0,-12.766,261.746,-137.295,-0.485,0.824,-0.219,0.193,1.0
11192.0,5.375,271.136,-139.481,-0.491,0.818,-0.219,0.204,1.0
11204.0,22.423,279.883,-141.63,-0.492,0.815,-0.219,0.213,1.0
11215.0,38.565,287.911,-143.246,-0.484,0.817,-0.222,0.221,1.0
11226.0,53.506,295.243,-144.618,-0.478,0.818,-0.226,0.228,1.0
11238.0,68.482,302.203,-145.558,-0.482,0.813,-0.227,0.236,1.0
11248.0,82.373,309.505,-146.977,-0.492,0.805,-0.226,0.243,1.0
11260.0,93.571,315.326,-148.033,-0.51,0.792,-0.225,0.248,1.0
11271.0,103.413,321.032,-148.84,-0.523,0.783,-0.225,0.251,1.0
11282.0,111.471,326.724,-149.601,-0.532,0.776,-0.225,0.254,1.0
11293.0,117.768,332.716,-149.747,-0.533,0.774,-0.226,0.257,1.0
11304.0,124.248,338.909,-149.863,-0.529,0.775,-0.227,0.261,1.0
11316.0,126.837,344.875,-148.821,-0.513,0.784,-0.229,0.265,1.0
11326.0,127.164,349.946,-147.408,-0.494,0.795,-0.23,0.267,0.867
11338.0,127.523,354.591,-146.574,-0.485,0.801,-0.229,0.266,0.186
11729.0,-340.013,190.356,-59.393,-0.222,0.94,-0.227,-0.123,0.011
11739.0,-330.005,191.034,-62.979,-0.19,0.954,-0.217,-0.084,0.415
11751.0,-335.387,177.019,-60.492,-0.244,0.935,-0.232,-0.112,1.0
11763.0,-331.621,171.053,-62.216,-0.285,0.925,-0.226,-0.108,1.0
11773.0,-326.769,165.882,-64.09,-0.3,0.921,-0.225,-0.106,1.0
11784.0,-316.625,163.969,-67.534,-0.302,0.921,-0.228,-0.096,1.0
11796.0,-303.528,162.925,-72.962,-0.283,0.925,-0.239,-0.081,1.0
11807.0,-287.755,162.797,-78.692,-0.265,0.929,-0.249,-0.065,1.0
11818.0,-271.451,163.768,-85.08,-0.264,0.93,-0.251,-0.05,1.0
11830.0,-256.012,165.738,-90.6,-0.274,0.929,-0.248,-0.036,1.0
11840.0,-239.278,169.995,-97.693,-0.296,0.925,-0.237,-0.023,1.0
11851.0,-219.427,176.427,-106.146,-0.314,0.922,-0.226,-0.006,1.0
11864.0,-200.089,182.065,-113.21,-0.321,0.921,-0.223,0.012,1.0
11874.0,-179.966,190.153,-121.188,-0.319,0.921,-0.222,0.032,1.0
11885.0,-159.572,196.814,-128.785,-0.316,0.921,-0.222,0.051,1.0
11897.0,-138.11,205.182,-136.136,-0.313,0.921,-0.223,0.068,1.0
11907.0,-117.733,213.848,-143.082,-0.317,0.918,-0.222,0.081,1.0
11918.0,-97.826,223.536,-150.145,-0.324,0.916,-0.218,0.093,1.0
11930.0,-77.963,234.715,-156.197,-0.33,0.914,-0.211,0.109,1.0
11941.0,-57.508,247.812,-162.111,-0.339,0.91,-0.2,0.13,1.0
11952.0,-36.854,261.322,-167.393,-0.348,0.905,-0.19,0.153,1.0
11963.0,-17.087,273.848,-171.054,-0.358,0.899,-0.183,0.175,1.0
11971.0,-7.097,280.871,-173.342,-0.362,0.895,-0.18,0.186,1.0
11985.0,19.24,296.143,-177.786,-0.371,0.887,-0.18,0.209,1.0
11997.0,35.328,304.534,-179.887,-0.372,0.883,-0.185,0.219,1.0
12008.0,51.274,312.884,-182.111,-0.37,0.881,-0.188,0.23,1.0
12019.0,63.406,319.125,-183.136,-0.359,0.883,-0.192,0.236,1.0
12030.0,75.748,325.671,-184.657,-0.353,0.882,-0.194,0.245,1.0
12041.0,86.241,330.458,-185.269,-0.349,0.882,-0.195,0.251,1.0
12053.0,93.496,334.487,-185.552,-0.351,0.879,-0.197,0.255,1.0
12064.0,100.32,338.235,-185.776,-0.356,0.875,-0.2,0.261,1.0
12074.0,102.684,339.792,-184.694,-0.362,0.87,-0.207,0.262,1.0
12097.0,101.483,340.641,-181.692,-0.358,0.87,-0.223,0.256,1.0
12108.0,91.631,338.079,-178.608,-0.357,0.872,-0.231,0.243,0.861
12119.0,85.052,337.883,-176.186,-0.36,0.872,-0.235,0.234,0.517
12544.0,-324.602,197.768,-133.127,-0.241,0.935,-0.255,-0.042,0.041
12556.0,-318.27,196.885,-137.425,-0.245,0.934,-0.257,-0.035,0.234
12567.0,-309.571,196.583,-141.248,-0.248,0.933,-0.258,-0.025,0.517
12578.0,-300.026,198.275,-146.28,-0.243,0.935,-0.256,-0.014,1.0
12589.0,-289.48,198.961,-150.789,-0.244,0.935,-0.257,-0.003,1.0
12600.0,-278.613,199.716,-155.237,-0.251,0.933,-0.258,0.009,1.0
12611.0,-267.68,200.252,-159.898,-0.259,0.93,-0.26,0.019,1.0
12622.0,-257.149,201.014,-164.443,-0.262,0.929,-0.261,0.027,1.0
12634.0,-245.691,202.781,-168.968,-0.263,0.928,-0.261,0.035,1.0
12645.0,-233.782,205.303,-173.701,-0.26,0.929,-0.261,0.045,1.0
12656.0,-220.914,207.352,-178.116,-0.252,0.929,-0.264,0.057,1.0
12667.0,-207.427,209.728,-182.252,-0.247,0.929,-0.266,0.069,1.0
12679.0,-194.629,212.053,-186.501,-0.248,0.927,-0.268,0.08,1.0
12689.0,-182.15,214.898,-190.777,-0.261,0.924,-0.266,0.087,1.0
12701.0,-170.343,218.668,-194.691,-0.282,0.919,-0.26,0.094,1.0
12713.0,-157.949,222.81,-198.685,-0.3,0.914,-0.254,0.101,1.0
12723.0,-144.373,227.435,-202.664,-0.31,0.91,-0.25,0.112,1.0
12734.0,-130.646,232.038,-206.275,-0.316,0.907,-0.247,0.124,1.0
12746.0,-116.085,237.706,-209.794,-0.315,0.906,-0.247,0.14,1.0
12757.0,-100.478,242.527,-212.46,-0.307,0.905,-0.249,0.156,1.0
12768.0,-85.073,247.078,-214.458,-0.297,0.905,-0.253,0.171,1.0
12779.0,-70.629,251.208,-216.479,-0.29,0.904,-0.256,0.181,1.0
12790.0,-57.075,255.387,-218.361,-0.287,0.902,-0.258,0.19,1.0
12802.0,-45.75,259.087,-219.277,-0.288,0.9,-0.261,0.196,1.0
12813.0,-32.946,262.556,-220.653,-0.288,0.898,-0.262,0.204,1.0
12824.0,-22.555,266.315,-221.388,-0.29,0.896,-0.263,0.212,1.0
12835.0,-13.583,270.02,-221.79,-0.294,0.893,-0.262,0.22,1.0
12846.0,-5.05,273.593,-222.332,-0.299,0.89,-0.261,0.226,1.0
12857.0,0.126,276.517,-222.33,-0.306,0.887,-0.258,0.228,1.0
12868.0,2.998,278.399,-221.807,-0.312,0.886,-0.258,0.228,1.0
12891.0,2.155,279.517,-218.22,-0.312,0.884,-0.263,0.226,0.819
12902.0,0.77,279.323,-216.31,-0.314,0.883,-0.267,0.224,0.397
13203.0,-351.63,148.908,-81.927,-0.298,0.911,-0.252,-0.131,0.149
13214.0,-352.932,143.8,-81.998,-0.304,0.909,-0.254,-0.131,0.469
13226.0,-351.989,139.91,-82.789,-0.317,0.905,-0.254,-0.129,0.71
13237.0,-349.994,138.444,-84.341,-0.325,0.904,-0.248,-0.125,0.946
13248.0,-346.471,135.844,-86.234,-0.339,0.9,-0.245,-0.123,1.0
13259.0,-342.032,135.156,-88.681,-0.347,0.898,-0.241,-0.12,1.0
13270.0,-336.022,135.137,-91.259,-0.353,0.897,-0.239,-0.116,1.0
13282.0,-328.637,136.071,-94.658,-0.357,0.896,-0.239,-0.112,1.0
13293.0,-319.363,137.774,-97.818,-0.361,0.895,-0.24,-0.107,1.0
13304.0,-310.423,139.768,-100.474,-0.365,0.894,-0.241,-0.101,1.0
13315.0,-297.78,143.472,-103.849,-0.368,0.892,-0.245,-0.092,1.0
13326.0,-284.286,148.499,-107.496,-0.371,0.891,-0.247,-0.081,1.0
13337.0,-271.634,153.897,-110.8,-0.373,0.891,-0.247,-0.07,1.0
13349.0,-256.86,161.683,-115.196,-0.375,0.893,-0.242,-0.056,1.0
13360.0,-241.852,170.085,-119.794,-0.377,0.895,-0.235,-0.043,1.0
13371.0,-227.491,178.657,-124.142,-0.383,0.895,-0.228,-0.032,1.0
13382.0,-212.908,185.88,-128.73,-0.39,0.893,-0.222,-0.021,1.0
13394.0,-196.695,193.795,-133.949,-0.399,0.89,-0.22,-0.014,1.0
13404.0,-181.472,200.91,-138.549,-0.403,0.889,-0.22,-0.005,1.0
13415.0,-165.848,208.881,-144.026,-0.4,0.888,-0.224,0.004,1.0
13427.0,-149.533,216.987,-149.987,-0.393,0.89,-0.23,0.014,1.0
13438.0,-132.336,226.272,-156.004,-0.386,0.893,-0.232,0.027,1.0
13449.0,-115.509,236.001,-162.258,-0.382,0.893,-0.232,0.041,1.0
13461.0,-98.07,247.504,-168.844,-0.382,0.893,-0.229,0.06,1.0
13471.0,-81.013,259.628,-175.543,-0.39,0.89,-0.221,0.079,1.0
13483.0,-64.606,271.836,-182.551,-0.403,0.885,-0.212,0.097,1.0
13494.0,-48.704,284.451,-188.745,-0.417,0.879,-0.201,0.113,1.0
13505.0,-34.399,296.689,-195.05,-0.43,0.873,-0.192,0.127,1.0
13516.0,-21.012,308.311,-201.49,-0.438,0.869,-0.182,0.138,1.0
13527.0,-6.588,320.322,-207.341,-0.441,0.868,-0.174,0.15,1.0
13539.0,7.012,331.339,-212.503,-0.437,0.869,-0.169,0.161,1.0
13550.0,21.026,341.935,-217.498,-0.433,0.869,-0.164,0.174,1.0
13561.0,33.781,349.997,-221.517,-0.427,0.869,-0.165,0.186,1.0
13572.0,47.636,358.284,-225.582,-0.425,0.867,-0.166,0.198,1.0
13583.0,60.247,364.621,-228.867,-0.425,0.864,-0.171,0.209,1.0
13594.0,71.487,369.864,-231.653,-0.429,0.859,-0.175,0.219,1.0
13606.0,83.44,375.257,-234.379,-0.433,0.854,-0.176,0.228,1.0
13616.0,92.584,379.526,-236.226,-0.439,0.849,-0.178,0.236,1.0
13628.0,100.166,382.987,-237.708,-0.442,0.845,-0.179,0.241,1.0
13639.0,107.717,386.805,-239.163,-0.441,0.844,-0.18,0.246,1.0
13650.0,110.403,388.413,-239.218,-0.433,0.849,-0.18,0.245,1.0
13661.0,114.542,390.651,-239.813,-0.428,0.85,-0.181,0.246,1.0
13695.0,111.377,386.429,-236.616,-0.419,0.852,-0.201,0.239,1.0
13706.0,108.605,384.697,-234.81,-0.415,0.853,-0.208,0.239,0.789
13717.0,101.863,381.752,-232.678,-0.413,0.854,-0.212,0.236,0.499
13729.0,92.238,379.175,-230.329,-0.415,0.855,-0.208,0.232,0.264
14220.0,-377.531,170.962,-134.233,-0.239,0.933,-0.25,-0.099,0.288
14242.0,-374.33,168.724,-136.892,-0.255,0.929,-0.25,-0.092,0.988
14253.0,-372.239,169.079,-138.357,-0.265,0.928,-0.245,-0.094,1.0
14265.0,-367.856,169.083,-140.525,-0.272,0.927,-0.243,-0.089,1.0
14276.0,-363.011,169.544,-143.068,-0.277,0.926,-0.244,-0.083,1.0
14287.0,-356.39,169.63,-145.971,-0.279,0.925,-0.246,-0.076,1.0
14298.0,-349.333,169.73,-148.834,-0.283,0.924,-0.247,-0.068,1.0
14309.0,-341.634,170.238,-151.664,-0.289,0.923,-0.249,-0.058,1.0
14321.0,-334.155,170.827,-154.428,-0.292,0.922,-0.251,-0.049,1.0
14332.0,-325.453,172.256,-157.429,-0.29,0.922,-0.254,-0.037,1.0
14343.0,-316.654,174.594,-160.171,-0.288,0.923,-0.254,-0.026,1.0
14354.0,-308.841,177.809,-163.032,-0.289,0.924,-0.25,-0.019,1.0
14365.0,-301.707,180.96,-165.359,-0.291,0.924,-0.246,-0.014,1.0
14376.0,-295.504,185.193,-168.013,-0.295,0.925,-0.24,-0.014,1.0
14387.0,-288.768,189.261,-170.591,-0.298,0.925,-0.234,-0.014,1.0
14399.0,-281.597,193.049,-173.285,-0.301,0.925,-0.23,-0.012,1.0
14410.0,-274.101,197.595,-176.733,-0.304,0.925,-0.229,-0.01,1.0
14422.0,-265.411,200.891,-180.024,-0.31,0.923,-0.23,-0.003,1.0
14433.0,-256.138,204.641,-183.599,-0.315,0.921,-0.229,0.005,1.0
14444.0,-244.729,209.706,-188.309,-0.319,0.92,-0.228,0.018,1.0
14455.0,-234.659,214.618,-192.201,-0.322,0.919,-0.225,0.028,1.0
14466.0,-223.928,219.959,-196.834,-0.326,0.918,-0.221,0.037,1.0
14477.0,-213.438,225.105,-201.39,-0.332,0.917,-0.218,0.044,1.0
14488.0,-202.879,230.271,-206.095,-0.335,0.916,-0.215,0.05,1.0
14499.0,-191.762,235.322,-210.686,-0.337,0.916,-0.212,0.056,1.0
14511.0,-179.917,240.236,-215.288,-0.336,0.915,-0.212,0.064,1.0
14522.0,-167.322,244.721,-219.775,-0.334,0.915,-0.214,0.073,1.0
14536.0,-154.372,248.899,-223.847,-0.336,0.913,-0.217,0.083,1.0
14545.0,-141.197,252.657,-227.709,-0.345,0.908,-0.218,0.093,1.0
14555.0,-129.171,256.978,-231.631,-0.355,0.903,-0.218,0.102,1.0
14566.0,-117.619,261.649,-235.388,-0.369,0.897,-0.216,0.109,1.0
14578.0,-106.193,267.079,-239.201,-0.378,0.894,-0.211,0.117,1.0
14589.0,-94.734,272.742,-243.088,-0.384,0.891,-0.206,0.125,1.0
14600.0,-83.57,278.66,-246.625,-0.388,0.889,-0.203,0.132,1.0
14611.0,-73.187,284.832,-249.901,-0.391,0.887,-0.202,0.137,1.0
14622.0,-62.67,290.559,-252.77,-0.403,0.881,-0.202,0.141,1.0
14633.0,-52.441,296.475,-255.309,-0.424,0.871,-0.201,0.147,1.0
14644.0,-41.734,303.388,-257.659,-0.448,0.858,-0.198,0.156,1.0
14656.0,-31.244,310.88,-260.027,-0.462,0.849,-0.195,0.167,1.0
14667.0,-20.219,321.227,-261.973,-0.457,0.849,-0.192,0.182,1.0
14678.0,-10.085,330.528,-264.383,-0.453,0.85,-0.189,0.193,1.0
14689.0,-0.657,340.835,-266.208,-0.443,0.854,-0.184,0.203,1.0
14700.0,8.303,350.784,-267.872,-0.441,0.854,-0.177,0.211,1.0
14712.0,15.26,361.017,-268.901,-0.444,0.853,-0.168,0.216,1.0
14723.0,23.066,370.746,-269.996,-0.45,0.85,-0.161,0.221,1.0
14734.0,29.437,379.852,-270.538,-0.46,0.845,-0.155,0.226,1.0
14745.0,35.879,388.759,-270.726,-0.467,0.84,-0.151,0.233,1.0
14756.0,42.403,397.297,-270.514,-0.471,0.836,-0.148,0.241,1.0
14767.0,48.68,405.521,-269.953,-0.471,0.833,-0.147,0.25,1.0
14779.0,54.354,413.593,-269.399,-0.473,0.83,-0.145,0.258,1.0
14789.0,58.112,420.296,-268.512,-0.474,0.828,-0.143,0.263,1.0
14801.0,60.798,426.357,-267.001,-0.477,0.825,-0.142,0.266,1.0
14813.0,63.586,432.206,-265.339,-0.478,0.824,-0.14,0.269,1.0
14823.0,63.923,436.607,-262.667,-0.475,0.826,-0.137,0.269,1.0
14834.0,62.066,438.895,-258.735,-0.466,0.833,-0.136,0.265,0.91
14846.0,61.35,441.837,-255.708,-0.461,0.838,-0.134,0.261,0.451
14857.0,59.129,443.467,-252.542,-0.456,0.842,-0.133,0.255,0.161
15304.0,-164.223,194.113,-40.619,-0.403,0.892,-0.163,-0.125,0.161
15315.0,-156.412,197.408,-44.655,-0.409,0.891,-0.156,-0.119,0.379
15326.0,-149.745,204.787,-48.047,-0.409,0.895,-0.136,-0.117,0.97
15337.0,-140.3,207.621,-52.632,-0.435,0.885,-0.128,-0.106,1.0
15348.0,-131.507,212.63,-56.912,-0.45,0.879,-0.116,-0.102,1.0
15360.0,-121.999,217.449,-61.567,-0.465,0.873,-0.11,-0.098,1.0
15370.0,-112.95,222.217,-65.222,-0.476,0.868,-0.106,-0.093,1.0
15382.0,-102.515,227.969,-69.945,-0.479,0.867,-0.106,-0.088,1.0
15393.0,-92.205,234.346,-75.234,-0.476,0.869,-0.108,-0.083,1.0
15404.0,-81.94,242.394,-80.114,-0.472,0.872,-0.107,-0.077,1.0
15415.0,-71.794,250.396,-85.345,-0.47,0.874,-0.102,-0.071,1.0
15427.0,-61.574,260.965,-90.669,-0.469,0.876,-0.09,-0.064,1.0
15438.0,-52.135,270.599,-95.437,-0.472,0.876,-0.08,-0.058,1.0
15449.0,-41.295,280.287,-100.881,-0.479,0.873,-0.069,-0.049,1.0
15460.0,-29.045,289.977,-106.417,-0.491,0.868,-0.061,-0.036,1.0
15471.0,-17.721,299.55,-111.577,-0.501,0.863,-0.055,-0.022,1.0
15482.0,-4.384,309.06,-117.454,-0.509,0.859,-0.052,-0.004,1.0
15493.0,8.836,318.364,-123.241,-0.51,0.859,-0.053,0.013,1.0
15505.0,21.806,327.878,-128.362,-0.509,0.859,-0.052,0.029,1.0
15516.0,34.657,337.794,-133.492,-0.501,0.863,-0.051,0.045,1.0
15527.0,46.584,347.566,-137.72,-0.49,0.869,-0.049,0.058,1.0
15538.0,58.386,356.442,-141.252,-0.48,0.873,-0.045,0.071,1.0
15549.0,69.51,365.013,-144.649,-0.474,0.876,-0.04,0.083,1.0
15560.0,78.672,371.256,-146.616,-0.472,0.876,-0.035,0.091,1.0
15571.0,88.214,377.417,-148.636,-0.471,0.875,-0.032,0.102,1.0
15583.0,96.919,381.077,-149.895,-0.471,0.875,-0.032,0.111,1.0
15596.0,104.903,383.152,-150.429,-0.468,0.875,-0.037,0.12,1.0
15606.0,112.809,382.915,-150.618,-0.468,0.873,-0.049,0.13,0.903
15616.0,120.026,383.316,-150.359,-0.464,0.873,-0.058,0.138,0.903
15627.0,122.093,378.727,-148.551,-0.464,0.871,-0.071,0.142,0.373
15918.0,-80.624,274.546,-53.409,-0.511,0.84,0.048,-0.174,0.017
15930.0,-76.891,280.76,-57.146,-0.51,0.841,0.054,-0.172,0.24
15940.0,-73.493,286.154,-60.102,-0.507,0.843,0.06,-0.169,0.928
15951.0,-66.338,295.707,-66.369,-0.499,0.85,0.066,-0.158,0.982
15963.0,-59.181,304.366,-71.514,-0.497,0.852,0.071,-0.148,1.0
15974.0,-53.332,311.366,-76.4,-0.497,0.853,0.074,-0.139,1.0
15985.0,-46.062,318.284,-82.377,-0.501,0.852,0.076,-0.13,1.0
15997.0,-38.319,325.13,-88.191,-0.508,0.849,0.076,-0.121,1.0
16007.0,-30.392,331.545,-93.244,-0.514,0.847,0.079,-0.111,1.0
16018.0,-21.128,339.377,-98.91,-0.521,0.844,0.083,-0.099,1.0
16031.0,-13.239,346.346,-104.155,-0.524,0.843,0.087,-0.087,1.0
16041.0,-4.083,354.079,-108.606,-0.525,0.843,0.09,-0.076,1.0
16052.0,5.076,361.342,-112.98,-0.526,0.843,0.094,-0.067,1.0
16064.0,13.611,368.247,-116.898,-0.526,0.843,0.098,-0.056,1.0
16074.0,23.347,375.522,-120.659,-0.519,0.847,0.104,-0.046,1.0
16086.0,32.659,382.362,-124.368,-0.514,0.851,0.107,-0.036,1.0
16097.0,42.091,388.222,-127.751,-0.507,0.855,0.109,-0.024,1.0
16108.0,50.913,393.254,-131.215,-0.504,0.857,0.109,-0.013,1.0
16119.0,59.114,397.037,-133.997,-0.505,0.856,0.11,-0.001,1.0
16130.0,66.73,400.36,-136.283,-0.507,0.855,0.111,0.011,1.0
16141.0,73.604,403.316,-138.111,-0.51,0.853,0.112,0.023,0.964
16153.0,77.67,403.606,-138.369,-0.521,0.845,0.114,0.036,0.861
16175.0,79.243,400.474,-136.616,-0.539,0.834,0.11,0.04,0.077
16376.0,-0.586,317.413,-43.784,-0.526,0.823,0.123,-0.174,0.077
16387.0,-0.062,315.663,-41.445,-0.524,0.824,0.123,-0.178,0.56
16399.0,2.437,315.549,-39.037,-0.525,0.822,0.127,-0.179,0.922
16409.0,6.206,315.292,-38.869,-0.53,0.819,0.128,-0.176,0.988
16421.0,10.33,314.937,-39.969,-0.538,0.815,0.126,-0.173,1.0
16432.0,14.577,315.081,-42.087,-0.544,0.812,0.119,-0.173,1.0
16443.0,19.266,314.969,-43.889,-0.547,0.811,0.113,-0.176,1.0
16454.0,24.049,316.523,-47.625,-0.55,0.809,0.106,-0.179,1.0
16465.0,29.201,320.967,-50.991,-0.554,0.806,0.109,-0.177,1.0
16476.0,34.672,326.144,-54.789,-0.559,0.803,0.115,-0.172,1.0
16488.0,42.306,337.66,-61.472,-0.563,0.802,0.128,-0.153,1.0
16499.0,48.927,346.28,-67.068,-0.566,0.802,0.134,-0.139,1.0
16510.0,55.808,358.756,-75.782,-0.565,0.805,0.133,-0.121,1.0
16521.0,63.771,368.804,-82.626,-0.565,0.807,0.131,-0.11,1.0
16533.0,70.445,378.113,-89.538,-0.566,0.808,0.126,-0.101,1.0
16544.0,76.52,386.915,-95.611,-0.573,0.804,0.126,-0.092,1.0
16554.0,81.931,395.378,-101.166,-0.582,0.799,0.128,-0.082,1.0
16566.0,86.128,404.16,-104.819,-0.595,0.789,0.135,-0.073,1.0
16577.0,89.711,413.408,-106.608,-0.605,0.78,0.15,-0.064,1.0
16588.0,92.491,422.444,-107.682,-0.611,0.772,0.163,-0.055,0.988
16600.0,93.509,430.595,-105.313,-0.611,0.77,0.178,-0.053,0.644
16611.0,94.466,437.247,-104.495,-0.608,0.77,0.184,-0.054,0.354
17136.0,60.043,393.064,-61.225,-0.576,0.769,0.243,-0.134,0.656
17147.0,57.799,398.197,-60.795,-0.559,0.776,0.255,-0.145,1.0
17163.0,55.852,402.0,-64.937,-0.551,0.782,0.252,-0.15,1.0
17170.0,54.829,404.825,-68.668,-0.543,0.787,0.247,-0.156,1.0
17181.0,54.149,407.915,-74.406,-0.534,0.795,0.236,-0.163,1.0
17192.0,54.025,411.351,-79.985,-0.536,0.794,0.236,-0.161,1.0
17206.0,54.51,415.793,-85.187,-0.551,0.782,0.251,-0.148,1.0
17217.0,56.408,420.731,-90.168,-0.569,0.766,0.267,-0.13,1.0
17227.0,58.144,426.767,-95.263,-0.578,0.758,0.277,-0.116,1.0
17239.0,61.873,435.809,-101.11,-0.572,0.764,0.279,-0.104,1.0
17248.0,64.461,444.165,-106.603,-0.562,0.773,0.278,-0.096,1.0
17259.0,70.151,454.137,-112.718,-0.54,0.792,0.273,-0.088,1.0
17270.0,76.278,462.742,-119.147,-0.516,0.81,0.265,-0.08,1.0
17282.0,82.116,469.681,-125.393,-0.501,0.822,0.26,-0.07,1.0
17293.0,90.396,473.246,-131.598,-0.497,0.828,0.254,-0.056,0.97
17304.0,96.458,475.842,-137.685,-0.497,0.83,0.25,-0.044,0.463
17319.0,102.951,473.649,-143.478,-0.508,0.825,0.244,-0.031,0.234
17541.0,87.159,384.913,-97.242,-0.564,0.784,0.213,-0.147,0.216
17550.0,86.716,388.401,-96.075,-0.557,0.789,0.214,-0.149,0.916
17560.0,87.432,394.609,-95.97,-0.551,0.791,0.22,-0.148,0.916
17572.0,88.335,398.08,-97.194,-0.552,0.791,0.221,-0.142,1.0
17583.0,88.928,404.257,-99.618,-0.552,0.792,0.226,-0.134,1.0
17594.0,90.699,412.388,-101.848,-0.549,0.793,0.234,-0.122,1.0
17605.0,92.917,421.716,-104.836,-0.543,0.797,0.24,-0.107,1.0
17616.0,96.049,431.794,-108.372,-0.534,0.804,0.244,-0.093,1.0
17627.0,99.743,441.774,-111.584,-0.524,0.812,0.246,-0.081,1.0
17639.0,104.411,452.479,-115.518,-0.509,0.822,0.246,-0.068,1.0
17650.0,108.762,462.544,-119.082,-0.495,0.831,0.247,-0.057,1.0
17661.0,115.177,473.636,-123.326,-0.48,0.841,0.247,-0.043,1.0
17672.0,121.247,483.016,-126.814,-0.467,0.848,0.249,-0.029,1.0
17683.0,128.241,491.895,-131.122,-0.454,0.856,0.247,-0.013,1.0
17694.0,136.465,499.484,-135.597,-0.442,0.863,0.242,0.007,1.0
17705.0,144.912,504.8,-139.951,-0.437,0.868,0.235,0.029,0.964
17717.0,152.915,506.789,-143.897,-0.44,0.867,0.227,0.049,0.891
17728.0,158.337,506.412,-147.451,-0.449,0.864,0.219,0.06,0.421
17739.0,163.116,505.888,-150.596,-0.455,0.863,0.21,0.067,0.143
